id,condition,cost,sensitivity,block,trial,pd,event_type,stimulus,DS output,user classification,score,time
2,2,High,High,4,9,1,S,5.6,N,N,34.0,1.0291678445502153
2,2,High,High,4,10,1,N,5.6,N,N,37.0,6.559856345320492
2,2,High,High,4,11,1,S,5.5,S,S,40.0,13.505545595899335
2,2,High,High,4,12,1,N,3.7,N,S,37.0,1.1342912280815032
2,2,High,High,4,13,1,S,6.5,S,S,40.0,0.7241122051649383
2,2,High,High,4,14,1,N,5.4,N,S,37.0,1.4390625206818002
2,2,High,High,4,15,1,N,4.3,N,N,40.0,1.288922658237855
2,2,High,High,4,16,1,S,5.9,S,S,43.0,2.020424439695384
2,2,High,High,4,17,1,N,5.0,S,S,40.0,1.3941772082257962
2,2,High,High,4,18,1,N,5.4,N,N,43.0,6.906044280361452
2,2,High,High,4,19,1,N,3.2,N,N,46.0,1.9198155468708304
2,2,High,High,4,20,1,N,3.9,N,N,49.0,0.7450185398581491
2,2,High,High,5,1,1,N,4.2,N,N,19.0,3.820932454918659
2,2,High,High,5,2,1,N,4.9,N,N,22.0,1.2895664280815256
2,2,High,High,5,3,1,S,6.4,S,S,25.0,1.4429059831093753
2,2,High,High,5,4,1,S,5.3,S,N,19.0,5.841809987706953
2,2,High,High,5,5,1,N,6.0,N,S,16.0,10.958167487420035
2,2,High,High,5,6,1,S,6.0,N,N,10.0,0.754750502498605
2,2,High,High,5,7,1,S,7.1,S,N,4.0,6.035404624031276
2,2,High,High,5,8,1,S,5.0,S,S,7.0,1.1406032258589671
2,2,High,High,5,9,1,N,5.0,N,N,10.0,1.1137333225651114
2,2,High,High,5,10,1,N,4.8,N,N,13.0,9.31970163132264
2,2,High,High,5,11,1,S,5.3,S,S,16.0,7.911158683259536
2,2,High,High,5,12,1,N,4.8,N,N,19.0,4.222120384131095
2,2,High,High,5,13,1,N,3.8,N,N,22.0,5.006587910362005
2,2,High,High,5,14,1,N,4.5,N,N,25.0,1.4489266157005374
2,2,High,High,5,15,1,N,3.8,N,N,28.0,7.1239738666349774
2,2,High,High,5,16,1,S,6.9,S,S,31.0,6.540482781526552
2,2,High,High,5,17,1,N,5.5,N,N,34.0,1.3073150210953592
2,2,High,High,5,18,1,N,3.1,S,S,31.0,1.1300479669894357
2,2,High,High,5,19,1,N,4.4,N,N,34.0,9.652917810262545
2,2,High,High,5,20,1,N,4.7,N,N,37.0,13.986386000680607
5,3,High,Low,3,1,1,N,5.8,S,S,13.0,5.695250893265827
5,3,High,Low,3,2,1,N,4.0,S,N,16.0,2.8194159948244266
5,3,High,Low,3,3,1,S,6.4,N,S,19.0,4.920695724833562
5,3,High,Low,3,4,1,S,5.0,S,N,13.0,11.132696723369637
5,3,High,Low,3,5,1,N,6.4,N,S,10.0,8.206383095530356
5,3,High,Low,3,6,1,N,4.2,N,N,13.0,14.109252876444998
5,3,High,Low,3,7,1,N,2.1,N,N,16.0,9.833635888418094
5,3,High,Low,3,8,1,S,7.0,S,S,19.0,4.848875229877141
5,3,High,Low,3,9,1,N,5.1,N,N,22.0,15.16577321681762
5,3,High,Low,3,10,1,N,5.5,S,N,25.0,6.406976247765578
5,3,High,Low,3,11,1,S,7.0,S,S,28.0,8.494595013935614
5,3,High,Low,3,12,1,N,4.9,N,N,31.0,15.569261246460808
5,3,High,Low,3,13,1,N,5.9,N,N,34.0,3.1416665862930637
5,3,High,Low,3,14,1,S,6.5,S,S,37.0,5.501071059139351
5,3,High,Low,3,15,1,S,6.6,S,S,40.0,10.42069227885936
5,3,High,Low,3,16,1,N,4.4,N,N,43.0,5.368441032659318
5,3,High,Low,3,17,1,N,5.6,N,N,46.0,3.1269349714894705
5,3,High,Low,3,18,1,S,7.1,S,S,49.0,1.8362931770571755
5,3,High,Low,3,19,1,N,4.9,S,N,52.0,9.138847150217147
5,3,High,Low,3,20,1,N,5.9,N,N,55.0,6.333421128558979
5,3,High,Low,4,1,1,N,5.9,N,N,19.0,9.834824858863868
5,3,High,Low,4,2,1,N,5.3,N,N,22.0,4.689427394475382
5,3,High,Low,4,3,1,N,5.6,N,N,25.0,14.809912558312579
5,3,High,Low,4,4,1,S,5.7,S,S,28.0,8.83232563306489
5,3,High,Low,4,5,1,N,4.4,N,N,31.0,2.143275001902695
5,3,High,Low,4,6,1,S,7.1,N,S,34.0,11.17903381971339
5,3,High,Low,4,7,1,N,6.1,N,N,37.0,11.827218175528333
5,3,High,Low,4,8,1,N,3.7,S,N,40.0,4.842070419346875
5,3,High,Low,4,9,1,S,5.8,S,N,34.0,2.105855640504579
5,3,High,Low,4,10,1,N,5.1,N,N,37.0,7.754331927810205
5,3,High,Low,4,11,1,N,4.6,N,N,40.0,4.311737911850668
5,3,High,Low,4,12,1,N,3.9,N,N,43.0,1.4653384420307445
5,3,High,Low,4,13,1,S,7.6,N,S,46.0,6.307579835804529
5,3,High,Low,4,14,1,S,7.0,S,S,49.0,1.0670403986876789
5,3,High,Low,4,15,1,N,5.3,S,N,52.0,7.381133819925536
5,3,High,Low,4,16,1,S,6.4,S,S,55.0,13.517132646560585
5,3,High,Low,4,17,1,N,4.7,N,N,58.0,11.409504926139146
5,3,High,Low,4,18,1,S,6.2,S,S,61.0,6.828117742275121
5,3,High,Low,4,19,1,N,7.1,N,S,58.0,2.2147047355290344
5,3,High,Low,4,20,1,N,4.5,N,N,61.0,12.872288805015183
5,3,High,Low,5,1,1,S,7.0,S,S,19.0,1.358550110605485
5,3,High,Low,5,2,1,S,5.7,N,N,13.0,15.72685804614501
5,3,High,Low,5,3,1,N,4.7,N,N,16.0,8.02970268939234
5,3,High,Low,5,4,1,N,6.9,N,N,19.0,13.007165310754765
5,3,High,Low,5,5,1,N,5.8,N,N,22.0,4.0719906130297625
5,3,High,Low,5,6,1,N,5.1,N,N,25.0,7.044607932734703
5,3,High,Low,5,7,1,N,4.3,N,N,28.0,4.183253044440436
5,3,High,Low,5,8,1,N,5.4,N,N,31.0,2.450950113841955
5,3,High,Low,5,9,1,N,3.7,N,N,34.0,6.165264764970173
5,3,High,Low,5,10,1,S,4.9,S,N,28.0,10.134317703885452
5,3,High,Low,5,11,1,N,2.9,N,N,31.0,2.641693250318318
5,3,High,Low,5,12,1,N,5.5,S,S,28.0,10.705786152217325
5,3,High,Low,5,13,1,N,5.4,N,N,31.0,12.224447213432097
5,3,High,Low,5,14,1,S,7.0,S,S,34.0,12.963234979276729
5,3,High,Low,5,15,1,S,7.2,N,S,37.0,17.463919832613875
5,3,High,Low,5,16,1,N,4.0,N,N,40.0,9.726532210151102
5,3,High,Low,5,17,1,S,6.4,S,S,43.0,7.767685215688889
5,3,High,Low,5,18,1,S,6.8,S,S,46.0,9.13984897658298
5,3,High,Low,5,19,1,N,4.0,N,N,49.0,11.598441875931412
5,3,High,Low,5,20,1,N,6.0,S,N,52.0,2.2803535659240364
10,3,High,Low,3,1,0,N,5.8,S,N,33.0,11.086041328484015
10,3,High,Low,3,2,0,N,4.0,S,S,30.0,4.428475167447949
10,3,High,Low,3,3,0,S,6.4,N,N,24.0,7.251581309630251
10,3,High,Low,3,4,0,S,5.0,S,S,27.0,13.264521242688566
10,3,High,Low,3,5,0,N,6.4,N,N,30.0,9.493600843247147
10,3,High,Low,3,6,0,N,4.2,N,S,27.0,11.903942377994877
10,3,High,Low,3,7,0,N,2.1,N,S,24.0,4.262595421681439
10,3,High,Low,3,8,0,S,7.0,S,N,18.0,11.639879537149497
10,3,High,Low,3,9,0,N,5.1,N,N,21.0,17.634181270168433
10,3,High,Low,3,10,0,N,5.5,S,N,24.0,5.688842077913757
10,3,High,Low,3,11,0,S,7.0,S,N,18.0,15.199195442027927
10,3,High,Low,3,12,0,N,4.9,N,S,15.0,8.141336580162339
10,3,High,Low,3,13,0,N,5.9,N,N,18.0,11.26415116114477
10,3,High,Low,3,14,0,S,6.5,S,N,12.0,17.952607479630508
10,3,High,Low,3,15,0,S,6.6,S,S,15.0,4.539841488665212
10,3,High,Low,3,16,0,N,4.4,N,S,12.0,17.694605001237505
10,3,High,Low,3,17,0,N,5.6,N,N,15.0,11.32721190055977
10,3,High,Low,3,18,0,S,7.1,S,N,9.0,15.169505220734276
10,3,High,Low,3,19,0,N,4.9,S,S,6.0,10.971595832303198
10,3,High,Low,3,20,0,N,5.9,N,N,9.0,4.290618164810859
10,3,High,Low,4,1,1,N,5.9,N,N,19.0,6.253686516909258
10,3,High,Low,4,2,1,N,5.3,N,N,22.0,10.248038412945624
10,3,High,Low,4,3,1,N,5.6,N,N,25.0,9.708582700096578
10,3,High,Low,4,4,1,S,5.7,S,S,28.0,13.984240661712409
10,3,High,Low,4,5,1,N,4.4,N,N,31.0,8.140626090413367
10,3,High,Low,4,6,1,S,7.1,N,N,25.0,11.948604073851692
10,3,High,Low,4,7,1,N,6.1,N,N,28.0,5.211554564489731
10,3,High,Low,4,8,1,N,3.7,S,S,25.0,13.791844994390452
10,3,High,Low,4,9,1,S,5.8,S,N,19.0,13.001987273432903
10,3,High,Low,4,10,1,N,5.1,N,N,22.0,3.239903498031535
10,3,High,Low,4,11,1,N,4.6,N,N,25.0,8.587818709460592
10,3,High,Low,4,12,1,N,3.9,N,N,28.0,7.777706213504183
10,3,High,Low,4,13,1,S,7.6,N,N,22.0,7.095072889047517
10,3,High,Low,4,14,1,S,7.0,S,N,16.0,3.6124646172539423
10,3,High,Low,4,15,1,N,5.3,S,S,13.0,5.042635816318947
10,3,High,Low,4,16,1,S,6.4,S,N,7.0,12.437063572165616
10,3,High,Low,4,17,1,N,4.7,N,S,4.0,4.209849696273898
10,3,High,Low,4,18,1,S,6.2,S,N,-2.0,3.618674957286684
10,3,High,Low,4,19,1,N,7.1,N,N,1.0,2.8697768774192394
10,3,High,Low,4,20,1,N,4.5,N,N,4.0,3.304159607009436
10,3,High,Low,5,1,0,S,7.0,S,N,24.0,15.699961222457109
10,3,High,Low,5,2,0,S,5.7,N,N,18.0,16.34120339240932
10,3,High,Low,5,3,0,N,4.7,N,S,15.0,16.888027568770454
10,3,High,Low,5,4,0,N,6.9,N,N,18.0,9.200452172983361
10,3,High,Low,5,5,0,N,5.8,N,N,21.0,7.327514186354019
10,3,High,Low,5,6,0,N,5.1,N,S,18.0,16.188011462790747
10,3,High,Low,5,7,0,N,4.3,N,S,15.0,8.75677489005945
10,3,High,Low,5,8,0,N,5.4,N,N,18.0,12.609317250503722
10,3,High,Low,5,9,0,N,3.7,N,S,15.0,7.343891662635448
10,3,High,Low,5,10,0,S,4.9,S,N,9.0,8.653895276298751
10,3,High,Low,5,11,0,N,2.9,N,S,6.0,6.5432446753312
10,3,High,Low,5,12,0,N,5.5,S,N,9.0,14.795607992407252
10,3,High,Low,5,13,0,N,5.4,N,N,12.0,13.261058808967544
10,3,High,Low,5,14,0,S,7.0,S,N,6.0,11.925523981436719
10,3,High,Low,5,15,0,S,7.2,N,N,0.0,17.16644097542176
10,3,High,Low,5,16,0,N,4.0,N,S,-3.0,17.5788133758064
10,3,High,Low,5,17,0,S,6.4,S,N,-9.0,11.544508687030842
10,3,High,Low,5,18,0,S,6.8,S,S,-6.0,11.208229714440398
10,3,High,Low,5,19,0,N,4.0,N,S,-9.0,11.1661969752655
10,3,High,Low,5,20,0,N,6.0,S,N,-6.0,4.196537386354942
12,3,High,Low,3,1,1,N,5.8,S,S,13.0,4.8317057806924035
12,3,High,Low,3,2,1,N,4.0,S,N,16.0,5.061649177826917
12,3,High,Low,3,3,1,S,6.4,N,N,10.0,18.20095269879809
12,3,High,Low,3,4,1,S,5.0,S,N,4.0,9.151612761066119
12,3,High,Low,3,5,1,N,6.4,N,S,1.0,5.352796219958444
12,3,High,Low,3,6,1,N,4.2,N,N,4.0,1.569038826761668
12,3,High,Low,3,7,1,N,2.1,N,N,7.0,15.529745801654196
12,3,High,Low,3,8,1,S,7.0,S,S,10.0,7.956470206979006
12,3,High,Low,3,9,1,N,5.1,N,N,13.0,7.348626119623843
12,3,High,Low,3,10,1,N,5.5,S,S,10.0,2.445577264783002
12,3,High,Low,3,11,1,S,7.0,S,S,13.0,4.977497932316828
12,3,High,Low,3,12,1,N,4.9,N,N,16.0,10.9958967954817
12,3,High,Low,3,13,1,N,5.9,N,N,19.0,5.428980861337701
12,3,High,Low,3,14,1,S,6.5,S,S,22.0,6.3257742534141075
12,3,High,Low,3,15,1,S,6.6,S,S,25.0,8.104209928790262
12,3,High,Low,3,16,1,N,4.4,N,N,28.0,5.33299283185401
12,3,High,Low,3,17,1,N,5.6,N,N,31.0,15.834816725840207
12,3,High,Low,3,18,1,S,7.1,S,S,34.0,14.335836540697333
12,3,High,Low,3,19,1,N,4.9,S,N,37.0,10.41629302105483
12,3,High,Low,3,20,1,N,5.9,N,S,34.0,1.5793466426890737
12,3,High,Low,4,1,0,N,5.9,N,S,27.0,14.033347820457355
12,3,High,Low,4,2,0,N,5.3,N,N,30.0,10.318681039673022
12,3,High,Low,4,3,0,N,5.6,N,N,33.0,15.42557973410149
12,3,High,Low,4,4,0,S,5.7,S,N,27.0,15.866697268536704
12,3,High,Low,4,5,0,N,4.4,N,N,30.0,13.551307417701409
12,3,High,Low,4,6,0,S,7.1,N,S,33.0,5.800335787993621
12,3,High,Low,4,7,0,N,6.1,N,S,30.0,16.024641934361224
12,3,High,Low,4,8,0,N,3.7,S,N,33.0,8.305210899551671
12,3,High,Low,4,9,0,S,5.8,S,N,27.0,13.802806393958463
12,3,High,Low,4,10,0,N,5.1,N,N,30.0,5.112460802837695
12,3,High,Low,4,11,0,N,4.6,N,N,33.0,10.6304920089504
12,3,High,Low,4,12,0,N,3.9,N,N,36.0,12.817888367167408
12,3,High,Low,4,13,0,S,7.6,N,S,39.0,7.522005746682145
12,3,High,Low,4,14,0,S,7.0,S,S,42.0,10.680639517354546
12,3,High,Low,4,15,0,N,5.3,S,N,45.0,11.255501859822267
12,3,High,Low,4,16,0,S,6.4,S,S,48.0,17.856917009463825
12,3,High,Low,4,17,0,N,4.7,N,N,51.0,8.445727937147351
12,3,High,Low,4,18,0,S,6.2,S,S,54.0,4.808376310693543
12,3,High,Low,4,19,0,N,7.1,N,S,51.0,9.632810524805118
12,3,High,Low,4,20,0,N,4.5,N,N,54.0,7.799890436328492
12,3,High,Low,5,1,0,S,7.0,S,S,33.0,6.145678689064786
12,3,High,Low,5,2,0,S,5.7,N,N,27.0,12.874104868063773
12,3,High,Low,5,3,0,N,4.7,N,N,30.0,4.850102277972987
12,3,High,Low,5,4,0,N,6.9,N,S,27.0,15.655241826895853
12,3,High,Low,5,5,0,N,5.8,N,S,24.0,9.257501228185443
12,3,High,Low,5,6,0,N,5.1,N,N,27.0,15.612258530672012
12,3,High,Low,5,7,0,N,4.3,N,N,30.0,17.443848876124058
12,3,High,Low,5,8,0,N,5.4,N,N,33.0,6.156707218695429
12,3,High,Low,5,9,0,N,3.7,N,N,36.0,8.369288020568135
12,3,High,Low,5,10,0,S,4.9,S,N,30.0,14.465298926221266
12,3,High,Low,5,11,0,N,2.9,N,N,33.0,9.987867936618507
12,3,High,Low,5,12,0,N,5.5,S,N,36.0,9.497946157685343
12,3,High,Low,5,13,0,N,5.4,N,N,39.0,18.325587395101167
12,3,High,Low,5,14,0,S,7.0,S,S,42.0,12.863862898468934
12,3,High,Low,5,15,0,S,7.2,N,S,45.0,15.810870300767863
12,3,High,Low,5,16,0,N,4.0,N,N,48.0,24.119826274796978
12,3,High,Low,5,17,0,S,6.4,S,S,51.0,13.311900491266448
12,3,High,Low,5,18,0,S,6.8,S,S,54.0,13.534047515605133
12,3,High,Low,5,19,0,N,4.0,N,N,57.0,16.616406730345453
12,3,High,Low,5,20,0,N,6.0,S,S,54.0,8.63965996380947
13,3,High,Low,3,1,1,N,5.8,S,N,19.0,6.32597141481935
13,3,High,Low,3,2,1,N,4.0,S,N,22.0,11.403453071699431
13,3,High,Low,3,3,1,S,6.4,N,S,25.0,1.3979145489199487
13,3,High,Low,3,4,1,S,5.0,S,N,19.0,10.05429659050238
13,3,High,Low,3,5,1,N,6.4,N,S,16.0,9.40173506673214
13,3,High,Low,3,6,1,N,4.2,N,N,19.0,14.381269722422099
13,3,High,Low,3,7,1,N,2.1,N,N,22.0,17.499815750243744
13,3,High,Low,3,8,1,S,7.0,S,S,25.0,16.585219675588775
13,3,High,Low,3,9,1,N,5.1,N,N,28.0,6.515680076038364
13,3,High,Low,3,10,1,N,5.5,S,N,31.0,6.158818831100462
13,3,High,Low,3,11,1,S,7.0,S,S,34.0,8.651433744899299
13,3,High,Low,3,12,1,N,4.9,N,N,37.0,2.191791457370921
13,3,High,Low,3,13,1,N,5.9,N,N,40.0,7.698515125454535
13,3,High,Low,3,14,1,S,6.5,S,S,43.0,1.338096430294506
13,3,High,Low,3,15,1,S,6.6,S,S,46.0,2.9503530219491383
13,3,High,Low,3,16,1,N,4.4,N,N,49.0,7.993328011095767
13,3,High,Low,3,17,1,N,5.6,N,N,52.0,12.476852219039174
13,3,High,Low,3,18,1,S,7.1,S,S,55.0,5.596422523520479
13,3,High,Low,3,19,1,N,4.9,S,N,58.0,9.46731617618792
13,3,High,Low,3,20,1,N,5.9,N,N,61.0,2.629334565398886
13,3,High,Low,4,1,0,N,5.9,N,N,33.0,8.362055446882696
13,3,High,Low,4,2,0,N,5.3,N,N,36.0,7.653968459593594
13,3,High,Low,4,3,0,N,5.6,N,N,39.0,15.11607463050397
13,3,High,Low,4,4,0,S,5.7,S,N,33.0,5.777037402514507
13,3,High,Low,4,5,0,N,4.4,N,N,36.0,16.657910448205293
13,3,High,Low,4,6,0,S,7.1,N,S,39.0,7.741964517131574
13,3,High,Low,4,7,0,N,6.1,N,S,36.0,9.87464325677908
13,3,High,Low,4,8,0,N,3.7,S,N,39.0,9.732589291947512
13,3,High,Low,4,9,0,S,5.8,S,N,33.0,8.478587080185967
13,3,High,Low,4,10,0,N,5.1,N,N,36.0,5.413739158174638
13,3,High,Low,4,11,0,N,4.6,N,N,39.0,11.123006852991482
13,3,High,Low,4,12,0,N,3.9,N,N,42.0,8.376771190901088
13,3,High,Low,4,13,0,S,7.6,N,S,45.0,13.37994731929843
13,3,High,Low,4,14,0,S,7.0,S,S,48.0,11.467074023621997
13,3,High,Low,4,15,0,N,5.3,S,N,51.0,8.00947066951527
13,3,High,Low,4,16,0,S,6.4,S,S,54.0,12.260873679941085
13,3,High,Low,4,17,0,N,4.7,N,N,57.0,14.297656005671978
13,3,High,Low,4,18,0,S,6.2,S,S,60.0,5.311285377885712
13,3,High,Low,4,19,0,N,7.1,N,S,57.0,9.91983467859548
13,3,High,Low,4,20,0,N,4.5,N,N,60.0,11.85499438879997
13,3,High,Low,5,1,0,S,7.0,S,S,33.0,9.113987338630228
13,3,High,Low,5,2,0,S,5.7,N,N,27.0,12.70722225092157
13,3,High,Low,5,3,0,N,4.7,N,N,30.0,9.11001004926798
13,3,High,Low,5,4,0,N,6.9,N,S,27.0,10.879882681786654
13,3,High,Low,5,5,0,N,5.8,N,N,30.0,19.577237622392413
13,3,High,Low,5,6,0,N,5.1,N,N,33.0,8.013569816551941
13,3,High,Low,5,7,0,N,4.3,N,N,36.0,24.82209734876069
13,3,High,Low,5,8,0,N,5.4,N,N,39.0,9.756066263693919
13,3,High,Low,5,9,0,N,3.7,N,N,42.0,13.278992312503059
13,3,High,Low,5,10,0,S,4.9,S,N,36.0,16.979752649623784
13,3,High,Low,5,11,0,N,2.9,N,N,39.0,6.303553766930374
13,3,High,Low,5,12,0,N,5.5,S,N,42.0,8.8556402175577
13,3,High,Low,5,13,0,N,5.4,N,N,45.0,16.573038719018438
13,3,High,Low,5,14,0,S,7.0,S,S,48.0,17.447558060103745
13,3,High,Low,5,15,0,S,7.2,N,S,51.0,4.633721717790914
13,3,High,Low,5,16,0,N,4.0,N,N,54.0,6.386573087958804
13,3,High,Low,5,17,0,S,6.4,S,S,57.0,10.117261773701266
13,3,High,Low,5,18,0,S,6.8,S,S,60.0,11.910284957414275
13,3,High,Low,5,19,0,N,4.0,N,N,63.0,17.17956838426673
13,3,High,Low,5,20,0,N,6.0,S,S,60.0,14.648340472677878
14,3,High,Low,3,1,0,N,5.8,S,S,27.0,13.67464131281642
14,3,High,Low,3,2,0,N,4.0,S,N,30.0,11.405116553665604
14,3,High,Low,3,3,0,S,6.4,N,S,33.0,15.965409881959731
14,3,High,Low,3,4,0,S,5.0,S,N,27.0,6.592004791816294
14,3,High,Low,3,5,0,N,6.4,N,S,24.0,14.741044701500627
14,3,High,Low,3,6,0,N,4.2,N,N,27.0,7.2044380138117745
14,3,High,Low,3,7,0,N,2.1,N,N,30.0,5.212057714705795
14,3,High,Low,3,8,0,S,7.0,S,S,33.0,8.8906901622165
14,3,High,Low,3,9,0,N,5.1,N,N,36.0,13.914623250073756
14,3,High,Low,3,10,0,N,5.5,S,S,33.0,11.005929357041365
14,3,High,Low,3,11,0,S,7.0,S,S,36.0,11.699181488990765
14,3,High,Low,3,12,0,N,4.9,N,N,39.0,7.8439986351445565
14,3,High,Low,3,13,0,N,5.9,N,S,36.0,13.690766960957488
14,3,High,Low,3,14,0,S,6.5,S,S,39.0,11.873908167124396
14,3,High,Low,3,15,0,S,6.6,S,S,42.0,11.878000927670225
14,3,High,Low,3,16,0,N,4.4,N,N,45.0,7.5080049593046105
14,3,High,Low,3,17,0,N,5.6,N,S,42.0,7.601498841028063
14,3,High,Low,3,18,0,S,7.1,S,S,45.0,5.688308467755741
14,3,High,Low,3,19,0,N,4.9,S,N,48.0,11.7164064955658
14,3,High,Low,3,20,0,N,5.9,N,S,45.0,11.96220678434452
14,3,High,Low,4,1,0,N,5.9,N,S,27.0,10.45238972020785
14,3,High,Low,4,2,0,N,5.3,N,N,30.0,13.164228317978335
14,3,High,Low,4,3,0,N,5.6,N,S,27.0,9.513329532964766
14,3,High,Low,4,4,0,S,5.7,S,S,30.0,14.13721499153707
14,3,High,Low,4,5,0,N,4.4,N,N,33.0,23.346771362464878
14,3,High,Low,4,6,0,S,7.1,N,S,36.0,14.418280884861812
14,3,High,Low,4,7,0,N,6.1,N,S,33.0,10.258733730675909
14,3,High,Low,4,8,0,N,3.7,S,N,36.0,7.693466810700981
14,3,High,Low,4,9,0,S,5.8,S,S,39.0,5.431099312811614
14,3,High,Low,4,10,0,N,5.1,N,N,42.0,10.118059295207372
14,3,High,Low,4,11,0,N,4.6,N,N,45.0,10.612789110611175
14,3,High,Low,4,12,0,N,3.9,N,N,48.0,13.31119790485625
14,3,High,Low,4,13,0,S,7.6,N,S,51.0,18.788078377578763
14,3,High,Low,4,14,0,S,7.0,S,S,54.0,14.421451883738065
14,3,High,Low,4,15,0,N,5.3,S,N,57.0,12.890797134548626
14,3,High,Low,4,16,0,S,6.4,S,S,60.0,11.724339675254159
14,3,High,Low,4,17,0,N,4.7,N,N,63.0,12.536850795150269
14,3,High,Low,4,18,0,S,6.2,S,S,66.0,13.482807573905141
14,3,High,Low,4,19,0,N,7.1,N,S,63.0,11.18681155005908
14,3,High,Low,4,20,0,N,4.5,N,N,66.0,5.483278682158524
14,3,High,Low,5,1,0,S,7.0,S,S,33.0,11.712414696137978
14,3,High,Low,5,2,0,S,5.7,N,S,36.0,6.3869308459607
14,3,High,Low,5,3,0,N,4.7,N,N,39.0,9.71583466654618
14,3,High,Low,5,4,0,N,6.9,N,S,36.0,8.257954433998764
14,3,High,Low,5,5,0,N,5.8,N,S,33.0,9.514123381686016
14,3,High,Low,5,6,0,N,5.1,N,N,36.0,6.629899327782246
14,3,High,Low,5,7,0,N,4.3,N,N,39.0,7.845181062343675
14,3,High,Low,5,8,0,N,5.4,N,S,36.0,8.58808062031688
14,3,High,Low,5,9,0,N,3.7,N,N,39.0,5.314968791733824
14,3,High,Low,5,10,0,S,4.9,S,N,33.0,5.69675691286861
14,3,High,Low,5,11,0,N,2.9,N,N,36.0,4.452335711665484
14,3,High,Low,5,12,0,N,5.5,S,S,33.0,19.173885263863525
14,3,High,Low,5,13,0,N,5.4,N,N,36.0,11.703553646812166
14,3,High,Low,5,14,0,S,7.0,S,S,39.0,17.12198029886451
14,3,High,Low,5,15,0,S,7.2,N,S,42.0,14.595547787195065
14,3,High,Low,5,16,0,N,4.0,N,N,45.0,14.167873850158298
14,3,High,Low,5,17,0,S,6.4,S,S,48.0,5.111317596327982
14,3,High,Low,5,18,0,S,6.8,S,S,51.0,14.79919704040953
14,3,High,Low,5,19,0,N,4.0,N,N,54.0,14.970743540195254
14,3,High,Low,5,20,0,N,6.0,S,S,51.0,14.212489314047652
15,3,High,Low,3,1,0,N,5.8,S,S,27.0,8.825794036410578
15,3,High,Low,3,2,0,N,4.0,S,N,30.0,9.650580733438773
15,3,High,Low,3,3,0,S,6.4,N,S,33.0,8.809628335701891
15,3,High,Low,3,4,0,S,5.0,S,N,27.0,10.952061428036362
15,3,High,Low,3,5,0,N,6.4,N,S,24.0,15.922832660988414
15,3,High,Low,3,6,0,N,4.2,N,N,27.0,5.563841436254439
15,3,High,Low,3,7,0,N,2.1,N,N,30.0,10.85724866419773
15,3,High,Low,3,8,0,S,7.0,S,S,33.0,8.73725365540927
15,3,High,Low,3,9,0,N,5.1,N,N,36.0,11.549895573562953
15,3,High,Low,3,10,0,N,5.5,S,N,39.0,11.131321818901728
15,3,High,Low,3,11,0,S,7.0,S,S,42.0,7.405664802386792
15,3,High,Low,3,12,0,N,4.9,N,N,45.0,7.661915441584276
15,3,High,Low,3,13,0,N,5.9,N,S,42.0,15.533864038620582
15,3,High,Low,3,14,0,S,6.5,S,S,45.0,14.04675597525031
15,3,High,Low,3,15,0,S,6.6,S,S,48.0,5.83915000269185
15,3,High,Low,3,16,0,N,4.4,N,N,51.0,4.83841393115506
